Board 11	2018-06-13 18:35:51

Channel 1
DAC		Mean		Sigma		Min		Max
0	 1.289741e-05	3.488897e-08	 1.285159e-05	 1.295082e-05
25	 5.378786e-06	1.752206e-08	 5.341627e-06	 5.420065e-06
50	-2.361934e-06	2.401728e-08	-2.404028e-06	-2.329831e-06
75	-1.018141e-05	2.154839e-08	-1.021983e-05	-1.014000e-05
100	-1.767987e-05	2.145104e-08	-1.771081e-05	-1.763419e-05
200	-4.878798e-05	2.219141e-08	-4.882972e-05	-4.875081e-05
300	-7.988923e-05	2.460625e-08	-7.994749e-05	-7.986322e-05
400	-1.109827e-04	1.962419e-08	-1.110199e-04	-1.109355e-04
500	-1.422136e-04	1.559659e-08	-1.422403e-04	-1.421860e-04
600	-1.730207e-04	2.136317e-08	-1.730514e-04	-1.729801e-04
700	-2.040746e-04	8.632444e-08	-2.043880e-04	-2.040159e-04
800	-2.351403e-04	7.500459e-08	-2.352066e-04	-2.348697e-04
900	-2.663042e-04	9.425707e-08	-2.666520e-04	-2.662463e-04
1000	-2.975685e-04	6.793558e-08	-2.978045e-04	-2.974966e-04
4000	-1.229721e-03	5.094502e-08	-1.229896e-03	-1.229668e-03
7000	-2.161950e-03	2.535403e-08	-2.161985e-03	-2.161873e-03
10000	-3.093319e-03	2.274105e-08	-3.093359e-03	-3.093266e-03
13000	-4.024874e-03	2.945007e-08	-4.024928e-03	-4.024825e-03
16000	-4.956709e-03	1.751444e-08	-4.956751e-03	-4.956665e-03
19000	-5.887992e-03	3.111370e-08	-5.888027e-03	-5.887889e-03
22000	-6.819622e-03	2.408780e-08	-6.819665e-03	-6.819569e-03
25000	-7.750565e-03	2.418503e-08	-7.750614e-03	-7.750512e-03
28000	-8.681121e-03	2.793675e-08	-8.681184e-03	-8.681078e-03
31000	-9.612301e-03	2.558645e-08	-9.612356e-03	-9.612250e-03
34000	-1.054327e-02	3.335999e-08	-1.054334e-02	-1.054323e-02
37000	-1.147464e-02	4.728166e-08	-1.147473e-02	-1.147457e-02
40000	-1.240527e-02	4.496913e-08	-1.240541e-02	-1.240523e-02


Channel 2
DAC		Mean		Sigma		Min		Max
0	 1.521246e-05	4.981895e-08	 1.512659e-05	 1.529426e-05
25	 7.490801e-06	1.730956e-08	 7.462096e-06	 7.511568e-06
50	-4.448739e-07	1.682066e-08	-4.734916e-07	-3.988271e-07
75	-7.903663e-06	2.305149e-08	-7.952284e-06	-7.869238e-06
100	-1.582117e-05	3.089467e-08	-1.589397e-05	-1.578671e-05
200	-4.684514e-05	1.673633e-08	-4.687524e-05	-4.681745e-05
300	-7.759921e-05	2.629216e-08	-7.764587e-05	-7.755434e-05
400	-1.086122e-04	2.774781e-08	-1.086463e-04	-1.085527e-04
500	-1.398898e-04	1.679158e-08	-1.399143e-04	-1.398618e-04
600	-1.709675e-04	2.390795e-08	-1.709957e-04	-1.709088e-04
700	-2.020143e-04	9.297923e-08	-2.020897e-04	-2.016760e-04
800	-2.325901e-04	8.494716e-08	-2.326514e-04	-2.322832e-04
900	-2.638296e-04	9.077569e-08	-2.641593e-04	-2.637769e-04
1000	-2.950438e-04	1.001610e-07	-2.954105e-04	-2.949822e-04
4000	-1.226911e-03	3.004589e-08	-1.226995e-03	-1.226871e-03
7000	-2.158678e-03	2.260285e-08	-2.158724e-03	-2.158638e-03
10000	-3.090842e-03	1.307007e-08	-3.090864e-03	-3.090816e-03
13000	-4.022780e-03	2.231133e-08	-4.022840e-03	-4.022747e-03
16000	-4.954368e-03	3.580292e-08	-4.954421e-03	-4.954279e-03
19000	-5.886486e-03	1.283329e-08	-5.886508e-03	-5.886462e-03
22000	-6.818803e-03	1.872776e-08	-6.818837e-03	-6.818769e-03
25000	-7.751562e-03	2.326428e-08	-7.751604e-03	-7.751529e-03
28000	-8.684022e-03	1.726602e-08	-8.684060e-03	-8.683992e-03
31000	-9.616129e-03	2.574197e-08	-9.616178e-03	-9.616092e-03
34000	-1.054825e-02	3.649049e-08	-1.054834e-02	-1.054821e-02
37000	-1.148115e-02	3.343983e-08	-1.148124e-02	-1.148111e-02
40000	-1.241365e-02	4.063934e-08	-1.241376e-02	-1.241360e-02


Channel 3
DAC		Mean		Sigma		Min		Max
0	 1.111576e-05	3.498442e-08	 1.106305e-05	 1.116841e-05
25	 3.553205e-06	3.088648e-08	 3.505917e-06	 3.603576e-06
50	-4.299576e-06	1.068753e-08	-4.322354e-06	-4.280602e-06
75	-1.223226e-05	2.301316e-08	-1.226494e-05	-1.218374e-05
100	-2.011161e-05	1.952092e-08	-2.013700e-05	-2.005509e-05
200	-5.074383e-05	1.813137e-08	-5.076493e-05	-5.069724e-05
300	-8.178833e-05	1.265432e-08	-8.181671e-05	-8.176984e-05
400	-1.130316e-04	2.419721e-08	-1.130801e-04	-1.130039e-04
500	-1.441244e-04	2.413282e-08	-1.441595e-04	-1.440688e-04
600	-1.754974e-04	1.312203e-08	-1.755210e-04	-1.754665e-04
700	-2.062329e-04	8.638217e-08	-2.062826e-04	-2.059135e-04
800	-2.372306e-04	9.429189e-08	-2.372838e-04	-2.368857e-04
900	-2.685549e-04	5.878305e-08	-2.687638e-04	-2.684942e-04
1000	-2.996849e-04	7.628847e-08	-2.999562e-04	-2.996167e-04
4000	-1.232115e-03	8.114662e-08	-1.232394e-03	-1.232010e-03
7000	-2.163968e-03	4.756563e-08	-2.164042e-03	-2.163839e-03
10000	-3.096068e-03	3.925925e-08	-3.096152e-03	-3.095992e-03
13000	-4.028062e-03	2.616834e-08	-4.028108e-03	-4.028001e-03
16000	-4.960557e-03	4.249936e-08	-4.960616e-03	-4.960468e-03
19000	-5.892488e-03	3.651751e-08	-5.892547e-03	-5.892401e-03
22000	-6.824186e-03	1.817862e-08	-6.824212e-03	-6.824154e-03
25000	-7.756019e-03	1.554978e-08	-7.756038e-03	-7.755980e-03
28000	-8.687480e-03	2.581731e-08	-8.687519e-03	-8.687425e-03
31000	-9.619353e-03	2.675685e-08	-9.619401e-03	-9.619307e-03
34000	-1.055131e-02	1.948219e-08	-1.055134e-02	-1.055128e-02
37000	-1.148333e-02	1.788854e-08	-1.148335e-02	-1.148329e-02
40000	-1.241498e-02	2.028683e-08	-1.241502e-02	-1.241495e-02


Channel 4
DAC		Mean		Sigma		Min		Max
0	 9.966288e-06	3.244708e-08	 9.919088e-06	 1.003587e-05
25	 2.194827e-06	2.851639e-08	 2.149014e-06	 2.247577e-06
50	-5.373889e-06	1.286851e-08	-5.398458e-06	-5.351821e-06
75	-1.311221e-05	1.931363e-08	-1.313525e-05	-1.307458e-05
100	-2.099414e-05	2.024059e-08	-2.102554e-05	-2.097032e-05
200	-5.202662e-05	1.203450e-08	-5.204541e-05	-5.200599e-05
300	-8.274712e-05	2.158438e-08	-8.278870e-05	-8.269637e-05
400	-1.139492e-04	2.118466e-08	-1.139857e-04	-1.139014e-04
500	-1.450888e-04	2.134241e-08	-1.451233e-04	-1.450598e-04
600	-1.761729e-04	1.886374e-08	-1.762116e-04	-1.761486e-04
700	-2.068541e-04	1.145978e-07	-2.072782e-04	-2.068022e-04
800	-2.378386e-04	7.105704e-08	-2.380997e-04	-2.377988e-04
900	-2.690883e-04	8.232834e-08	-2.691392e-04	-2.687890e-04
1000	-3.002363e-04	7.531853e-08	-3.002793e-04	-2.999629e-04
4000	-1.231579e-03	9.557257e-08	-1.231917e-03	-1.231487e-03
7000	-2.162947e-03	2.745777e-08	-2.162989e-03	-2.162899e-03
10000	-3.095064e-03	3.073514e-08	-3.095114e-03	-3.095014e-03
13000	-4.026818e-03	2.280838e-08	-4.026870e-03	-4.026783e-03
16000	-4.958175e-03	1.949290e-08	-4.958203e-03	-4.958127e-03
19000	-5.890007e-03	2.249148e-08	-5.890056e-03	-5.889970e-03
22000	-6.822268e-03	2.107447e-08	-6.822299e-03	-6.822220e-03
25000	-7.754755e-03	4.056019e-08	-7.754819e-03	-7.754700e-03
28000	-8.687076e-03	3.448839e-08	-8.687156e-03	-8.687030e-03
31000	-9.619163e-03	5.022863e-08	-9.619251e-03	-9.619107e-03
34000	-1.055064e-02	6.402777e-08	-1.055077e-02	-1.055055e-02
37000	-1.148280e-02	8.417970e-08	-1.148302e-02	-1.148272e-02
40000	-1.241535e-02	1.133647e-07	-1.241565e-02	-1.241523e-02


Channel 5
DAC		Mean		Sigma		Min		Max
0	 1.718005e-05	2.341517e-08	 1.712863e-05	 1.721037e-05
25	 9.328180e-06	1.843111e-08	 9.298547e-06	 9.363381e-06
50	 1.786489e-06	2.022367e-08	 1.752135e-06	 1.838816e-06
75	-6.065019e-06	1.517043e-08	-6.095591e-06	-6.036794e-06
100	-1.382654e-05	1.912835e-08	-1.386213e-05	-1.379114e-05
200	-4.444591e-05	1.716941e-08	-4.449343e-05	-4.442434e-05
300	-7.539828e-05	1.756285e-08	-7.542675e-05	-7.536101e-05
400	-1.067362e-04	2.229890e-08	-1.067751e-04	-1.066916e-04
500	-1.379262e-04	1.851205e-08	-1.379570e-04	-1.378927e-04
600	-1.691282e-04	4.053748e-08	-1.692075e-04	-1.690537e-04
700	-1.997977e-04	2.508901e-08	-1.998359e-04	-1.997608e-04
800	-2.307462e-04	7.941016e-08	-2.310341e-04	-2.306825e-04
900	-2.619936e-04	6.080630e-08	-2.622092e-04	-2.619523e-04
1000	-2.932257e-04	9.324876e-08	-2.935587e-04	-2.931462e-04
4000	-1.225541e-03	2.633426e-08	-1.225589e-03	-1.225496e-03
7000	-2.157691e-03	2.769468e-08	-2.157724e-03	-2.157628e-03
10000	-3.090158e-03	3.658743e-08	-3.090197e-03	-3.090065e-03
13000	-4.022744e-03	3.486329e-08	-4.022794e-03	-4.022664e-03
16000	-4.954760e-03	3.142441e-08	-4.954803e-03	-4.954693e-03
19000	-5.886156e-03	2.630961e-08	-5.886197e-03	-5.886112e-03
22000	-6.818261e-03	2.061003e-08	-6.818292e-03	-6.818212e-03
25000	-7.749984e-03	3.001155e-08	-7.750016e-03	-7.749905e-03
28000	-8.681522e-03	2.446621e-08	-8.681559e-03	-8.681482e-03
31000	-9.613221e-03	2.438798e-08	-9.613261e-03	-9.613183e-03
34000	-1.054406e-02	2.825283e-08	-1.054410e-02	-1.054399e-02
37000	-1.147558e-02	3.826225e-08	-1.147567e-02	-1.147553e-02
40000	-1.240728e-02	4.442222e-08	-1.240739e-02	-1.240722e-02


Channel 6
DAC		Mean		Sigma		Min		Max
0	 1.040094e-05	3.839728e-08	 1.033872e-05	 1.048114e-05
25	 2.665594e-06	2.119794e-08	 2.634952e-06	 2.707436e-06
50	-4.854220e-06	2.624353e-08	-4.913220e-06	-4.812723e-06
75	-1.269038e-05	2.601706e-08	-1.272569e-05	-1.262975e-05
100	-2.060341e-05	1.778648e-08	-2.063183e-05	-2.057867e-05
200	-5.173469e-05	2.796864e-08	-5.177774e-05	-5.169294e-05
300	-8.232836e-05	1.731568e-08	-8.236339e-05	-8.230590e-05
400	-1.134285e-04	2.492957e-08	-1.134786e-04	-1.133930e-04
500	-1.445542e-04	1.550679e-08	-1.445843e-04	-1.445335e-04
600	-1.756880e-04	3.020135e-08	-1.757327e-04	-1.756204e-04
700	-2.069227e-04	6.580242e-08	-2.071437e-04	-2.068685e-04
800	-2.375420e-04	7.645148e-08	-2.378251e-04	-2.375023e-04
900	-2.685273e-04	5.625782e-08	-2.685815e-04	-2.683332e-04
1000	-2.997267e-04	2.457717e-08	-2.997562e-04	-2.996697e-04
4000	-1.231206e-03	4.787187e-08	-1.231265e-03	-1.231045e-03
7000	-2.162769e-03	1.725289e-08	-2.162795e-03	-2.162736e-03
10000	-3.094022e-03	2.747071e-08	-3.094060e-03	-3.093964e-03
13000	-4.025613e-03	2.013444e-08	-4.025649e-03	-4.025568e-03
16000	-4.956760e-03	2.036598e-08	-4.956790e-03	-4.956718e-03
19000	-5.888033e-03	2.015826e-08	-5.888070e-03	-5.887985e-03
22000	-6.819992e-03	1.749463e-08	-6.820020e-03	-6.819969e-03
25000	-7.751374e-03	2.505053e-08	-7.751418e-03	-7.751327e-03
28000	-8.682684e-03	2.356796e-08	-8.682737e-03	-8.682637e-03
31000	-9.614244e-03	2.205811e-08	-9.614282e-03	-9.614210e-03
34000	-1.054547e-02	2.015496e-08	-1.054551e-02	-1.054544e-02
37000	-1.147740e-02	2.122891e-08	-1.147743e-02	-1.147736e-02
40000	-1.240929e-02	1.699673e-08	-1.240932e-02	-1.240925e-02


Channel 7
DAC		Mean		Sigma		Min		Max
0	 1.623753e-05	3.437195e-08	 1.616144e-05	 1.627823e-05
25	 8.424157e-06	1.898450e-08	 8.396041e-06	 8.467574e-06
50	 9.460800e-07	1.008398e-08	 9.308345e-07	 9.649724e-07
75	-6.890094e-06	2.068229e-08	-6.929540e-06	-6.856354e-06
100	-1.484189e-05	1.460923e-08	-1.487977e-05	-1.482411e-05
200	-4.596295e-05	1.941883e-08	-4.599114e-05	-4.593835e-05
300	-7.670023e-05	1.961195e-08	-7.673512e-05	-7.666647e-05
