Board 3	2018-06-13 11:41:07

Channel 1
DAC		Mean		Sigma		Min		Max
0	 1.641866e-05	2.430747e-08	 1.638854e-05	 1.645864e-05
25	 8.877931e-06	3.511612e-08	 8.821899e-06	 8.939456e-06
50	 1.071352e-06	2.533430e-08	 1.023927e-06	 1.107836e-06
75	-6.795849e-06	2.526772e-08	-6.836840e-06	-6.756271e-06
100	-1.430385e-05	1.125245e-08	-1.432687e-05	-1.428749e-05
200	-4.544864e-05	2.059199e-08	-4.547722e-05	-4.540677e-05
300	-7.656324e-05	1.640735e-08	-7.659335e-05	-7.653332e-05
400	-1.076327e-04	1.740186e-08	-1.076597e-04	-1.076007e-04
500	-1.389099e-04	1.728204e-08	-1.389380e-04	-1.388745e-04
600	-1.697782e-04	2.699073e-08	-1.698076e-04	-1.697196e-04
700	-2.007993e-04	1.131572e-07	-2.008595e-04	-2.003857e-04
800	-2.318994e-04	3.144215e-08	-2.319512e-04	-2.318384e-04
900	-2.631017e-04	1.130350e-07	-2.635089e-04	-2.629895e-04
1000	-2.943288e-04	1.207921e-07	-2.947682e-04	-2.942539e-04
4000	-1.226788e-03	1.168364e-07	-1.227214e-03	-1.226699e-03
7000	-2.159293e-03	2.263881e-08	-2.159333e-03	-2.159243e-03
10000	-3.091028e-03	2.670780e-08	-3.091085e-03	-3.090987e-03
13000	-4.022885e-03	3.102572e-08	-4.022909e-03	-4.022781e-03
16000	-4.955008e-03	3.398980e-08	-4.955058e-03	-4.954946e-03
19000	-5.886656e-03	1.657656e-08	-5.886682e-03	-5.886609e-03
22000	-6.818566e-03	1.966994e-08	-6.818601e-03	-6.818525e-03
25000	-7.749824e-03	3.280623e-08	-7.749883e-03	-7.749775e-03
28000	-8.680692e-03	3.358942e-08	-8.680762e-03	-8.680642e-03
31000	-9.612195e-03	3.929716e-08	-9.612270e-03	-9.612153e-03
34000	-1.054345e-02	5.418487e-08	-1.054359e-02	-1.054340e-02
37000	-1.147504e-02	7.596490e-08	-1.147522e-02	-1.147496e-02
40000	-1.240602e-02	1.036533e-07	-1.240625e-02	-1.240590e-02


Channel 2
DAC		Mean		Sigma		Min		Max
0	 9.239386e-06	3.778684e-08	 9.124441e-06	 9.274341e-06
25	 1.500662e-06	2.126352e-08	 1.469689e-06	 1.539265e-06
50	-6.390664e-06	1.603810e-08	-6.408975e-06	-6.357274e-06
75	-1.388694e-05	1.198058e-08	-1.390731e-05	-1.385939e-05
100	-2.178424e-05	3.105336e-08	-2.184930e-05	-2.172799e-05
200	-5.278842e-05	1.586903e-08	-5.281621e-05	-5.275814e-05
300	-8.355522e-05	1.878925e-08	-8.360024e-05	-8.352588e-05
400	-1.145931e-04	2.114732e-08	-1.146399e-04	-1.145524e-04
500	-1.458557e-04	1.630496e-08	-1.458912e-04	-1.458117e-04
600	-1.769274e-04	2.173840e-08	-1.769696e-04	-1.768867e-04
700	-2.079820e-04	2.811360e-08	-2.080551e-04	-2.079393e-04
800	-2.385888e-04	8.209209e-08	-2.388807e-04	-2.385123e-04
900	-2.697706e-04	1.284921e-07	-2.702448e-04	-2.696982e-04
1000	-3.009859e-04	1.376816e-07	-3.014967e-04	-3.009288e-04
4000	-1.232679e-03	1.404734e-07	-1.233201e-03	-1.232612e-03
7000	-2.164245e-03	1.581336e-08	-2.164270e-03	-2.164213e-03
10000	-3.096222e-03	2.873063e-08	-3.096260e-03	-3.096170e-03
13000	-4.027969e-03	2.354985e-08	-4.028007e-03	-4.027921e-03
16000	-4.959414e-03	2.089338e-08	-4.959438e-03	-4.959360e-03
19000	-5.891397e-03	2.752163e-08	-5.891443e-03	-5.891344e-03
22000	-6.823554e-03	2.041851e-08	-6.823603e-03	-6.823527e-03
25000	-7.756209e-03	2.098507e-08	-7.756255e-03	-7.756172e-03
28000	-8.688515e-03	3.147161e-08	-8.688588e-03	-8.688462e-03
31000	-9.620481e-03	2.962701e-08	-9.620533e-03	-9.620442e-03
34000	-1.055247e-02	2.719477e-08	-1.055252e-02	-1.055242e-02
