Board 5	2018-06-14 15:37:08

Channel 1
DAC		Mean		Sigma		Min		Max
0	 1.641338e-05	2.598752e-08	 1.637576e-05	 1.646687e-05
25	 8.945332e-06	1.172356e-08	 8.924673e-06	 8.966256e-06
50	 1.133116e-06	2.365147e-08	 1.084400e-06	 1.170538e-06
75	-6.705195e-06	2.075382e-08	-6.741763e-06	-6.673376e-06
100	-1.427507e-05	2.800240e-08	-1.433298e-05	-1.424246e-05
200	-4.536837e-05	2.168432e-08	-4.540414e-05	-4.533731e-05
300	-7.647993e-05	2.274630e-08	-7.651182e-05	-7.642941e-05
400	-1.076054e-04	2.602219e-08	-1.076613e-04	-1.075660e-04
500	-1.389001e-04	1.402943e-08	-1.389288e-04	-1.388768e-04
600	-1.697006e-04	2.077297e-08	-1.697347e-04	-1.696597e-04
700	-2.007611e-04	7.257071e-08	-2.008305e-04	-2.005111e-04
800	-2.318765e-04	5.717163e-08	-2.319198e-04	-2.316740e-04
900	-2.630803e-04	6.455913e-08	-2.633164e-04	-2.630368e-04
1000	-2.943506e-04	7.554719e-08	-2.946174e-04	-2.942605e-04
4000	-1.227262e-03	1.075847e-07	-1.227643e-03	-1.227174e-03
7000	-2.160249e-03	3.222973e-08	-2.160298e-03	-2.160168e-03
10000	-3.092444e-03	3.670870e-08	-3.092517e-03	-3.092363e-03
13000	-4.024720e-03	2.061865e-08	-4.024757e-03	-4.024694e-03
16000	-4.957331e-03	2.562776e-08	-4.957355e-03	-4.957260e-03
19000	-5.889402e-03	1.721033e-08	-5.889434e-03	-5.889370e-03
22000	-6.821793e-03	2.003486e-08	-6.821827e-03	-6.821756e-03
25000	-7.753496e-03	1.735307e-08	-7.753524e-03	-7.753470e-03
28000	-8.684816e-03	2.417841e-08	-8.684860e-03	-8.684780e-03
31000	-9.616776e-03	3.108655e-08	-9.616826e-03	-9.616728e-03
34000	-1.054848e-02	3.820413e-08	-1.054856e-02	-1.054839e-02
37000	-1.148056e-02	5.713921e-08	-1.148070e-02	-1.148051e-02
40000	-1.241204e-02	6.540812e-08	-1.241219e-02	-1.241199e-02


Channel 2
DAC		Mean		Sigma		Min		Max
0	 1.265504e-05	3.842771e-08	 1.258947e-05	 1.272193e-05
25	 4.909383e-06	3.036106e-08	 4.865731e-06	 4.971674e-06
50	-2.974743e-06	1.319938e-08	-3.004376e-06	-2.952634e-06
75	-1.046324e-05	1.955384e-08	-1.049618e-05	-1.043826e-05
100	-1.836670e-05	2.314010e-08	-1.840097e-05	-1.832174e-05
200	-4.935949e-05	3.572109e-08	-4.944587e-05	-4.931061e-05
300	-8.010390e-05	1.665759e-08	-8.013711e-05	-8.007426e-05
400	-1.111334e-04	1.598836e-08	-1.111625e-04	-1.111023e-04
500	-1.423266e-04	1.817443e-08	-1.423565e-04	-1.422862e-04
600	-1.733794e-04	1.861178e-08	-1.734046e-04	-1.733409e-04
700	-2.044644e-04	8.390775e-08	-2.047704e-04	-2.044066e-04
800	-2.349449e-04	6.581109e-08	-2.350008e-04	-2.347088e-04
900	-2.661323e-04	8.916865e-08	-2.662341e-04	-2.658147e-04
1000	-2.973435e-04	1.047206e-07	-2.977227e-04	-2.972768e-04
4000	-1.228292e-03	7.433928e-08	-1.228555e-03	-1.228224e-03
7000	-2.159182e-03	3.246509e-08	-2.159247e-03	-2.159116e-03
10000	-3.090449e-03	3.181921e-08	-3.090519e-03	-3.090380e-03
13000	-4.021543e-03	1.864570e-08	-4.021571e-03	-4.021497e-03
16000	-4.952288e-03	2.815402e-08	-4.952331e-03	-4.952243e-03
19000	-5.883576e-03	9.137469e-09	-5.883587e-03	-5.883559e-03
22000	-6.814977e-03	1.770825e-08	-6.815000e-03	-6.814928e-03
25000	-7.746920e-03	2.918873e-08	-7.746979e-03	-7.746871e-03
28000	-8.678524e-03	1.989595e-08	-8.678555e-03	-8.678485e-03
31000	-9.609780e-03	3.136424e-08	-9.609818e-03	-9.609706e-03
34000	-1.054103e-02	1.586050e-08	-1.054106e-02	-1.054100e-02
37000	-1.147309e-02	2.526306e-08	-1.147314e-02	-1.147305e-02
40000	-1.240477e-02	2.015496e-08	-1.240480e-02	-1.240474e-02


Channel 3
DAC		Mean		Sigma		Min		Max
0	 1.405084e-05	4.483070e-08	 1.395994e-05	 1.410541e-05
25	 6.578137e-06	2.454790e-08	 6.544369e-06	 6.624607e-06
50	-1.274587e-06	1.955615e-08	-1.298984e-06	-1.230228e-06
75	-9.185418e-06	1.518027e-08	-9.213965e-06	-9.166974e-06
100	-1.705897e-05	1.664687e-08	-1.708776e-05	-1.702652e-05
200	-4.764705e-05	2.156729e-08	-4.769148e-05	-4.760331e-05
300	-7.869964e-05	2.061028e-08	-7.873978e-05	-7.866404e-05
400	-1.098989e-04	2.197280e-08	-1.099388e-04	-1.098645e-04
500	-1.409640e-04	1.224613e-08	-1.409930e-04	-1.409459e-04
600	-1.722832e-04	2.190469e-08	-1.723294e-04	-1.722254e-04
700	-2.030155e-04	4.037518e-08	-2.031563e-04	-2.029805e-04
800	-2.339846e-04	4.590031e-08	-2.341393e-04	-2.339382e-04
900	-2.652608e-04	1.073898e-07	-2.656555e-04	-2.651778e-04
1000	-2.963410e-04	1.136137e-07	-2.967505e-04	-2.962637e-04
4000	-1.228198e-03	1.752788e-08	-1.228224e-03	-1.228151e-03
7000	-2.159527e-03	2.207704e-08	-2.159555e-03	-2.159463e-03
10000	-3.091100e-03	1.681216e-08	-3.091128e-03	-3.091061e-03
13000	-4.022570e-03	3.122065e-08	-4.022639e-03	-4.022528e-03
16000	-4.954617e-03	2.614490e-08	-4.954651e-03	-4.954546e-03
19000	-5.886100e-03	1.395453e-08	-5.886129e-03	-5.886076e-03
22000	-6.817336e-03	2.199232e-08	-6.817383e-03	-6.817307e-03
25000	-7.748753e-03	2.023133e-08	-7.748783e-03	-7.748723e-03
28000	-8.679781e-03	2.029735e-08	-8.679821e-03	-8.679750e-03
31000	-9.611180e-03	6.011862e-08	-9.611294e-03	-9.611095e-03
34000	-1.054271e-02	5.908939e-08	-1.054283e-02	-1.054264e-02
37000	-1.147423e-02	8.699936e-08	-1.147444e-02	-1.147407e-02
40000	-1.240540e-02	1.036318e-07	-1.240565e-02	-1.240528e-02


Channel 4
DAC		Mean		Sigma		Min		Max
0	 1.006164e-05	3.233636e-08	 9.991562e-06	 1.012272e-05
25	 2.330412e-06	1.898115e-08	 2.298540e-06	 2.371704e-06
50	-5.246040e-06	2.037846e-08	-5.304536e-06	-5.224328e-06
75	-1.299280e-05	1.692061e-08	-1.303379e-05	-1.297331e-05
100	-2.085718e-05	2.429092e-08	-2.091973e-05	-2.082040e-05
200	-5.184973e-05	1.691358e-08	-5.188007e-05	-5.181400e-05
300	-8.259946e-05	2.563539e-08	-8.265360e-05	-8.255171e-05
400	-1.138037e-04	2.266824e-08	-1.138556e-04	-1.137530e-04
500	-1.449310e-04	1.581315e-08	-1.449554e-04	-1.448984e-04
600	-1.760340e-04	1.926545e-08	-1.760625e-04	-1.759964e-04
700	-2.066993e-04	3.919972e-08	-2.067390e-04	-2.065651e-04
800	-2.377234e-04	6.463096e-08	-2.379505e-04	-2.376584e-04
900	-2.690054e-04	8.134482e-08	-2.692908e-04	-2.689325e-04
1000	-3.001940e-04	1.021112e-07	-3.005663e-04	-3.001229e-04
4000	-1.231495e-03	5.745978e-08	-1.231697e-03	-1.231439e-03
7000	-2.162894e-03	3.345338e-08	-2.162940e-03	-2.162816e-03
10000	-3.094995e-03	5.098558e-08	-3.095069e-03	-3.094912e-03
13000	-4.026795e-03	3.156200e-08	-4.026844e-03	-4.026729e-03
16000	-4.958169e-03	2.708965e-08	-4.958213e-03	-4.958125e-03
19000	-5.890028e-03	1.912578e-08	-5.890056e-03	-5.889986e-03
22000	-6.822392e-03	1.970381e-08	-6.822417e-03	-6.822358e-03
25000	-7.754961e-03	3.066739e-08	-7.755019e-03	-7.754918e-03
28000	-8.687327e-03	3.685009e-08	-8.687401e-03	-8.687274e-03
31000	-9.619480e-03	2.552332e-08	-9.619541e-03	-9.619434e-03
34000	-1.055104e-02	4.816638e-08	-1.055115e-02	-1.055097e-02
37000	-1.148328e-02	4.823093e-08	-1.148338e-02	-1.148322e-02
40000	-1.241594e-02	6.554388e-08	-1.241610e-02	-1.241587e-02


Channel 5
DAC		Mean		Sigma		Min		Max
0	 1.748445e-05	4.375004e-08	 1.741776e-05	 1.755213e-05
25	 9.660836e-06	2.298259e-08	 9.622131e-06	 9.707705e-06
50	 2.149594e-06	2.064557e-08	 2.107118e-06	 2.179326e-06
75	-5.639057e-06	2.024817e-08	-5.679283e-06	-5.601959e-06
100	-1.340789e-05	1.327734e-08	-1.343226e-05	-1.338220e-05
200	-4.405417e-05	2.103960e-08	-4.409050e-05	-4.401688e-05
300	-7.505310e-05	1.531212e-08	-7.507677e-05	-7.503054e-05
400	-1.063701e-04	2.041700e-08	-1.064036e-04	-1.063329e-04
500	-1.375757e-04	2.512215e-08	-1.376144e-04	-1.375352e-04
600	-1.687540e-04	2.113190e-08	-1.687818e-04	-1.687148e-04
700	-1.994111e-04	2.313569e-08	-1.994484e-04	-1.993683e-04
800	-2.302873e-04	6.778427e-08	-2.303472e-04	-2.300436e-04
900	-2.616225e-04	1.061130e-07	-2.620150e-04	-2.615659e-04
1000	-2.928589e-04	1.001887e-07	-2.932240e-04	-2.927858e-04
4000	-1.225346e-03	4.471510e-08	-1.225483e-03	-1.225265e-03
7000	-2.157636e-03	4.471907e-08	-2.157694e-03	-2.157535e-03
10000	-3.090326e-03	3.048030e-08	-3.090377e-03	-3.090272e-03
13000	-4.023137e-03	3.156975e-08	-4.023178e-03	-4.023058e-03
16000	-4.955416e-03	2.458093e-08	-4.955452e-03	-4.955382e-03
19000	-5.886997e-03	2.937346e-08	-5.887040e-03	-5.886928e-03
22000	-6.819336e-03	1.358038e-08	-6.819359e-03	-6.819306e-03
25000	-7.751254e-03	1.334166e-08	-7.751276e-03	-7.751223e-03
28000	-8.682959e-03	3.828745e-08	-8.683048e-03	-8.682916e-03
31000	-9.614838e-03	3.994107e-08	-9.614933e-03	-9.614790e-03
